amount,hour,distance_from_home_km,is_foreign,tx_last_24h,account_age_days,merchant_risk_score,is_fraud
20.13,14,37.05,0,4,2319,0.2144,0
25.72,7,10.77,0,2,909,0.199,0
8.81,12,25.65,0,4,581,0.2318,0
42.41,20,22.53,0,1,1521,0.0842,0
27.93,12,24.71,1,6,1792,0.2314,0
95.4,12,28.38,0,4,1724,0.0299,0
45.77,3,22.49,0,1,1492,0.3237,0
6.21,4,33.81,0,2,2140,0.0785,0
4.33,12,15.03,0,4,588,0.2496,0
64.76,9,12.81,0,4,2225,0.0606,0
84.24,15,42.41,0,1,403,0.2771,0
169.5,5,3.88,0,0,968,0.1231,0
65.75,0,31.96,0,6,1343,0.1496,0
226.19,2,23.58,0,2,2188,0.0977,0
17.32,6,14.89,0,4,34,0.0525,0
10.73,8,-999.0,0,4,1662,0.262,0
135.38,5,-999.0,0,2,2967,0.289,0
26.57,23,17.03,0,6,183,0.2609,0
109.3,12,-999.0,0,2,1438,0.2208,0
8.81,21,28.38,0,1,840,0.1803,0
3.93,13,17.4,0,7,887,0.2267,0
30.54,14,4.89,0,3,90,0.1308,0
47.71,23,33.84,0,3,1199,0.1715,0
136.14,22,10.88,1,3,1596,0.1549,0
27.57,15,16.49,0,4,1889,0.3106,0
22.3,2,62.03,0,1,535,0.1722,0
20.91,7,35.09,1,1,353,0.1095,0
62.04,11,9.48,0,3,149,0.0874,0
75.25,18,-999.0,0,5,52,0.3801,0
174.92,11,5.69,0,2,2446,0.2401,0
110.48,1,18.44,0,3,2983,0.1127,0
37.92,6,20.41,0,2,145,0.1293,0
49.82,7,31.62,0,3,2057,0.2113,0
208.01,20,-999.0,0,2,1499,0.4075,0
46.73,20,21.96,0,2,1953,0.2528,0
132.49,12,18.96,0,1,761,0.0771,0
291.15,19,3.95,0,3,1864,0.3695,0
119.31,22,16.58,0,3,1899,0.1921,0
143.68,23,8.39,0,3,1909,0.1256,0
41.31,17,4.39,0,7,2517,0.0287,0
165.67,22,-999.0,0,1,990,0.112,0
36.42,5,62.25,0,2,1187,0.2781,0
58.79,1,5.92,0,1,2762,0.063,0
39.72,2,7.01,0,4,1026,0.1387,0
88.84,3,40.68,0,2,2953,0.1202,0
19.51,20,9.38,0,2,1766,0.0563,0
31.56,23,-999.0,0,4,478,0.285,0
10.91,1,14.18,0,3,1040,0.2141,0
14.05,5,11.95,0,1,178,0.2264,0
43.41,21,8.21,0,3,182,0.1422,0
72.2,11,25.58,0,2,1447,0.0771,0
143.4,22,4.1,0,4,1861,0.103,0
142.45,1,-999.0,0,4,1313,0.2861,0
87.56,16,23.76,0,3,2735,0.1008,0
107.92,12,27.83,0,1,1171,0.2992,0
49.67,19,17.42,0,3,955,0.1757,0
111.32,10,25.08,0,5,1144,0.3908,0
125.21,1,-999.0,0,4,107,0.2983,0
211.46,7,37.93,0,2,2712,0.1792,0
20.76,16,14.45,0,8,1956,0.0417,0
19.89,14,18.09,0,6,413,0.0655,0
58.03,10,55.17,1,4,1772,0.1446,0
46.63,9,17.56,0,2,195,0.1537,0
6.05,0,49.34,0,3,2721,0.0629,0
55.65,12,21.41,0,3,1594,0.2612,0
57.01,14,27.71,0,3,2557,0.0537,0
135.87,0,28.01,1,2,2062,0.0685,0
183.26,22,11.94,0,4,1691,0.0858,0
225.54,19,21.76,0,2,968,0.2926,0
27.93,14,14.13,0,7,31,0.2569,0
10.58,5,13.94,0,1,925,0.1444,0
72.15,12,2.93,0,5,1317,0.0338,0
24.78,8,37.69,0,3,333,0.2275,0
27.95,6,13.28,0,3,856,0.0707,0
75.95,5,49.13,0,3,2949,0.2229,0
45.2,1,50.35,0,5,169,0.3084,0
150.63,19,39.52,0,4,728,0.1351,0
19.98,22,45.9,0,4,2733,0.1745,0
6.54,13,26.56,0,3,656,0.2619,0
56.52,0,17.08,0,2,2692,0.1682,0
74.75,18,7.28,0,0,2793,0.3636,0
27.21,13,8.63,1,3,920,0.1064,0
102.24,7,3.48,0,0,1435,0.0999,0
73.53,7,7.75,0,6,301,0.3419,0
36.48,5,24.08,0,3,526,0.1516,0
45.73,16,5.91,0,4,2908,0.161,0
14.22,8,37.47,0,3,715,0.0377,0
3.99,3,9.71,0,2,2692,0.0536,0
8.8,9,22.48,0,2,2173,0.065,0
30.18,18,33.83,0,0,714,0.1,0
86.39,21,14.12,0,7,1204,0.3411,0
24.34,12,64.93,0,1,1203,0.2055,0
32.17,1,30.27,0,6,1661,0.0666,0
44.53,18,8.66,0,6,1261,0.0929,0
56.92,17,24.62,1,3,1657,0.0111,0
52.01,9,13.7,0,2,1292,0.2822,0
66.95,5,30.33,0,3,965,0.4941,0
91.86,15,9.39,0,3,612,0.1221,0
50.7,5,2.5,0,4,2372,0.0625,0
22.32,15,-999.0,0,4,1328,0.2359,0
84.54,10,86.0,0,3,787,0.4386,0
95.6,9,11.26,0,3,2988,0.2302,0
27.52,22,42.34,0,3,747,0.1738,1
6.99,15,11.96,0,1,894,0.1978,0
76.88,20,23.26,0,1,1211,0.5554,0
105.04,19,25.4,0,1,1323,0.136,0
27.94,17,53.06,0,5,452,0.2754,0
58.41,1,9.51,0,2,1145,0.4018,0
25.27,13,-999.0,0,3,1080,0.3228,0
89.83,13,6.89,0,1,2254,0.0396,0
35.57,22,32.39,0,5,2649,0.1155,0
14.98,11,13.7,0,1,249,0.0674,0
9.28,10,34.18,0,1,994,0.1194,0
54.93,13,14.66,0,5,2731,0.1535,0
136.27,7,4.05,0,3,306,0.1554,0
94.8,20,46.35,0,3,2893,0.0776,0
53.88,12,7.27,0,5,239,0.4083,1
40.88,2,-999.0,1,4,1643,0.0479,0
13.57,9,-999.0,0,1,2649,0.0261,0
43.24,20,25.0,0,2,2441,0.0313,0
26.63,2,15.81,0,3,2866,0.1381,0
87.13,21,6.96,0,5,1887,0.1903,0
29.93,1,9.39,0,7,2413,0.1645,0
18.62,4,4.18,0,5,1130,0.1823,0
212.47,17,27.96,0,5,2079,0.1118,0
19.06,7,9.33,0,0,785,0.2085,0
22.72,1,14.19,0,4,1257,0.3253,0
20.19,11,20.89,0,2,1366,0.1235,0
109.28,20,17.88,0,5,2858,0.1386,0
21.97,18,1.64,0,5,1752,0.3128,0
33.32,19,21.51,0,1,2278,0.1923,0
18.24,8,67.6,0,3,2058,0.4783,0
94.84,17,18.42,0,1,2807,0.2192,0
25.4,0,13.87,0,5,661,0.2376,0
54.59,13,7.72,0,2,283,0.0239,0
123.84,21,44.82,0,1,388,0.5239,0
99.44,5,10.43,0,4,1940,0.0943,0
235.21,5,37.93,0,3,759,0.0367,0
241.48,16,59.78,0,2,898,0.0842,0
30.61,18,64.55,0,5,1472,0.0872,0
41.67,13,32.53,0,5,566,0.1475,0
187.97,20,12.52,0,0,653,0.1964,0
24.98,7,4.2,0,4,1115,0.1489,0
219.16,21,23.39,0,4,2160,0.2112,0
10.39,10,8.4,0,1,1733,0.179,0
20.96,4,26.93,0,2,1626,0.2398,0
27.83,5,17.08,0,5,1270,0.2689,0
51.14,1,44.6,0,5,1649,0.0823,0
48.79,15,5.72,0,1,1321,0.0538,0
11.29,15,23.11,0,1,596,0.3644,0
130.23,4,11.79,0,3,631,0.104,0
58.23,7,13.18,0,4,347,0.2887,0
114.96,0,41.85,0,3,2046,0.1193,0
138.18,14,28.99,0,4,785,0.23,0
9.74,20,14.76,0,5,465,0.0762,0
139.95,12,12.68,0,5,1973,0.1217,0
62.34,13,20.67,0,4,526,0.2202,0
44.91,10,24.56,0,4,648,0.0949,0
69.77,18,42.5,0,0,1787,0.2874,0
21.64,8,9.33,0,2,1454,0.3064,0
274.02,22,14.35,0,6,1320,0.1114,0
32.86,8,13.89,0,1,2543,0.0503,0
23.07,8,26.93,0,3,214,0.2772,0
54.35,22,24.22,0,1,2372,0.2721,0
18.68,22,10.98,0,1,1596,0.2726,0
29.6,4,14.25,0,2,339,0.2255,0
69.42,6,3.95,0,6,1144,0.3901,0
7.13,17,24.92,0,3,2716,0.1659,0
30.52,12,5.18,0,1,1212,0.1699,0
14.91,0,19.36,0,4,1295,0.0338,0
11.76,3,-999.0,0,2,2076,0.1654,0
54.27,16,2.6,0,4,586,0.0693,0
5.45,21,5.33,0,3,1898,0.062,0
75.42,15,7.45,1,3,1802,0.1546,0
98.25,10,33.61,0,0,508,0.0966,0
13.92,11,22.91,0,3,1327,0.5273,0
16.09,7,10.68,0,2,1855,0.294,0
37.94,23,7.45,0,5,1447,0.2013,0
10.1,6,13.31,0,4,2490,0.252,0
411.01,6,19.41,0,4,600,0.45,0
42.23,15,3.9,0,2,479,0.2117,0
25.61,10,40.44,0,1,1965,0.2886,0
25.99,7,41.58,0,4,2201,0.2172,0
25.32,16,17.66,0,2,1813,0.2023,0
56.91,6,34.62,0,2,2466,0.3429,0
227.35,12,1.22,1,1,2816,0.0996,0
15.37,17,38.68,0,7,1603,0.3725,0
27.74,18,-999.0,0,4,1571,0.6088,0
48.91,6,5.99,1,2,2335,0.2722,0
11.98,10,9.05,1,1,2271,0.0806,0
88.35,7,6.35,0,1,2912,0.4101,0
5.96,6,71.97,0,5,2319,0.1894,0
35.71,5,21.28,0,2,2899,0.1276,0
48.57,4,17.19,0,2,2798,0.1886,0
90.4,7,11.51,0,7,1958,0.2185,0
55.53,23,93.29,0,6,1705,0.1562,0
43.95,13,5.37,0,8,876,0.1316,0
21.58,0,37.31,0,2,2178,0.1612,0
4.78,11,41.71,0,4,735,0.2607,0
18.47,16,4.35,0,1,1646,0.2708,0
19.14,4,10.05,1,3,2218,0.254,0
33.25,20,3.05,0,6,2765,0.1526,0
21.45,16,7.12,0,3,767,0.405,0
73.34,4,10.51,0,2,702,0.3504,0
28.54,5,28.12,0,3,2142,0.0172,0
15.28,8,-999.0,0,2,369,0.2403,0
19.42,17,40.64,0,3,2469,0.1413,0
14.98,16,22.39,0,0,144,0.0987,0
70.09,3,19.42,0,1,2193,0.0694,0
42.5,0,4.14,0,1,2897,0.04,0
67.38,20,4.89,0,2,1620,0.1608,0
178.1,14,9.56,0,0,572,0.1612,0
24.26,15,30.79,0,3,2869,0.2755,0
110.87,3,14.74,0,4,1547,0.097,0
45.68,14,21.26,0,1,336,0.3185,0
115.73,7,15.82,0,2,1335,0.2706,0
12.17,2,11.67,0,2,2347,0.2223,0
11.36,11,-999.0,1,3,741,0.4929,0
308.09,19,15.84,0,3,2663,0.0853,0
58.51,3,39.25,0,2,1286,0.2202,0
25.82,19,29.61,0,2,2096,0.1412,0
51.9,4,86.02,0,2,791,0.1616,0
13.62,10,5.95,0,3,300,0.1287,0
62.49,1,3.08,0,5,753,0.0797,0
23.49,2,15.59,0,2,1929,0.114,0
82.34,17,21.84,0,2,1756,0.4045,0
50.62,8,20.83,0,3,367,0.3343,0
12.95,18,-999.0,0,4,2009,0.2042,0
20.44,21,8.42,0,2,1394,0.1187,0
121.72,3,16.14,0,3,2508,0.1196,0
158.78,7,62.57,1,5,233,0.2515,0
60.01,2,24.76,0,4,351,0.0758,0
53.06,4,27.49,0,3,1558,0.2578,0
15.62,12,7.54,1,6,1336,0.2397,0
97.04,15,0.81,0,3,2753,0.0632,0
55.79,5,14.91,0,4,865,0.2257,0
61.37,18,28.14,0,5,1377,0.1778,0
39.04,7,46.25,0,3,2216,0.282,0
22.07,3,15.74,0,9,2402,0.5263,0
1020.72,2,2.16,0,2,1339,0.2683,0
71.95,22,0.52,1,1,472,0.1251,0
8.14,6,73.41,0,5,2512,0.3552,0
86.55,22,49.36,0,2,2205,0.2269,0
165.58,5,3.57,0,5,1256,0.2234,0
53.7,5,43.91,0,0,156,0.2166,0
116.42,20,3.69,0,6,1479,0.0908,0
288.47,1,38.92,0,3,853,0.1037,0
38.13,10,46.32,0,3,1695,0.3574,0
40.49,22,49.92,0,4,2265,0.1074,0
42.69,7,2.2,0,3,2792,0.2912,0
77.16,8,7.32,0,4,2698,0.1373,0
3.96,4,52.81,0,2,297,0.1899,0
36.27,0,29.17,0,0,1111,0.2206,0
20.06,15,23.84,0,2,521,0.1124,0
3.05,5,18.72,0,5,1413,0.1778,0
127.52,19,2.79,0,0,819,0.4156,0
26.0,17,8.47,1,5,1754,0.0496,0
127.79,4,19.27,0,4,2655,0.3459,0
39.1,18,14.39,0,3,476,0.2845,0
63.19,22,37.85,0,0,2924,0.0946,0
24.23,13,18.23,0,0,2119,0.1288,0
17.97,8,20.04,0,4,352,0.3863,0
90.65,23,-999.0,0,2,920,0.3397,0
27.25,1,29.07,0,3,1849,0.2648,0
23.41,1,7.5,0,6,2364,0.2631,0
118.81,0,17.77,0,3,557,0.1785,0
15.99,12,62.43,0,3,1757,0.256,0
22.3,13,45.85,0,3,74,0.1479,0
13.45,2,3.43,0,6,664,0.0592,0
62.9,4,4.25,0,2,529,0.4374,0
36.75,7,17.25,0,2,284,0.1092,0
14.36,7,6.05,0,6,1252,0.173,0
39.65,2,19.59,0,3,1638,0.186,0
72.65,10,30.21,0,1,1879,0.0422,0
48.32,2,46.96,0,2,1559,0.1993,0
27.28,21,4.32,0,3,1206,0.0662,0
14.16,12,3.49,0,3,2995,0.0632,0
14.49,9,27.95,0,5,1566,0.2557,0
53.71,8,11.06,0,2,2872,0.1669,0
51.59,4,10.27,0,2,1604,0.5734,0
173.75,4,2.46,1,2,1944,0.3317,0
133.01,9,13.07,0,7,1947,0.1198,0
28.88,8,40.85,0,3,449,0.1536,0
16.0,0,10.81,0,6,1782,0.3143,0
12.06,15,3.05,1,6,1526,0.1607,0
67.04,0,-999.0,0,6,2345,0.0956,0
7.17,18,42.23,0,2,432,0.0952,0
59.03,1,41.57,1,2,2182,0.0434,0
49.82,8,25.28,0,6,1578,0.0849,0
27.86,15,-999.0,0,2,1839,0.043,0
17.5,17,2.92,0,2,2969,0.2146,0
28.11,1,37.43,0,4,627,0.1743,0
78.51,10,0.9,0,4,590,0.0509,0
27.31,23,10.09,0,2,2175,0.1235,0
51.29,5,34.67,1,5,2599,0.2219,0
35.92,11,27.33,0,1,151,0.0378,0
515.69,22,18.85,0,2,2054,0.1782,0
25.05,13,8.76,0,3,154,0.158,0
111.08,18,42.15,0,4,2509,0.0525,0
74.83,15,6.43,0,3,2258,0.4706,0
104.56,9,-999.0,0,3,2437,0.4586,0
12.19,19,28.86,0,3,2910,0.2531,0
32.71,9,42.15,0,7,307,0.3637,0
197.51,12,7.74,0,1,2238,0.1673,0
4.1,6,28.11,0,3,2943,0.0688,0
31.06,10,6.75,0,4,2167,0.1007,0
165.96,1,52.61,1,5,2577,0.3777,0
65.12,1,66.39,0,5,2111,0.5266,0
53.43,20,3.41,0,2,1776,0.1006,0
48.37,20,18.09,0,2,2714,0.1455,0
82.97,2,2.91,0,1,1538,0.3569,0
14.49,9,38.59,0,3,924,0.0842,0
40.52,5,42.47,0,4,433,0.2137,0
94.99,5,17.74,0,5,1115,0.2277,0
23.44,19,-999.0,0,2,2998,0.0098,0
19.33,3,41.84,0,3,2568,0.1018,0
93.94,8,71.73,0,1,2896,0.23,0
123.77,18,8.33,0,4,2323,0.0348,0
51.36,14,24.61,0,5,24,0.0873,0
46.79,11,11.96,0,3,2628,0.0633,0
64.08,22,18.51,0,5,2371,0.0821,0
44.14,10,32.45,0,2,2068,0.2491,0
45.86,1,14.57,0,5,972,0.1102,0
188.31,12,27.97,0,11,2747,0.2387,0
51.46,21,52.38,0,2,1019,0.0966,0
36.82,11,7.88,0,2,2535,0.2683,0
24.98,17,32.0,0,3,2669,0.127,0
82.16,9,26.02,1,6,2158,0.1052,0
38.13,17,4.93,0,5,180,0.2273,0
18.06,3,14.78,0,4,1732,0.304,0
103.53,0,11.95,0,1,1609,0.1831,0
45.97,18,4.18,0,2,880,0.0645,0
11.64,14,47.73,0,2,2691,0.0349,0
27.53,17,20.48,0,3,2944,0.1951,0
117.56,12,16.52,0,2,270,0.2213,0
40.53,9,13.17,0,2,2743,0.0706,0
55.18,15,12.99,0,4,1448,0.1821,0
15.31,3,28.85,0,1,2357,0.451,0
7.59,5,13.3,0,2,2517,0.4752,0
23.46,8,-999.0,0,2,629,0.0868,0
22.97,13,11.46,0,0,1051,0.2742,0
20.15,18,6.52,0,4,1289,0.1692,0
83.8,10,69.39,0,1,2520,0.358,0
104.64,7,27.5,0,5,1280,0.3563,0
15.81,19,27.84,0,2,1157,0.0446,0
2.52,22,26.58,0,1,1783,0.3458,0
148.59,23,6.79,0,4,1776,0.2937,0
79.82,4,21.85,0,2,2308,0.3185,0
173.14,1,44.1,0,3,1256,0.0705,0
89.9,21,3.77,0,2,2358,0.1139,0
72.84,0,11.19,0,1,617,0.501,0
23.74,0,52.1,0,4,1593,0.3019,0
64.24,22,5.13,0,1,48,0.2455,0
33.92,20,1.78,0,3,1625,0.1053,0
33.09,18,-999.0,0,3,1267,0.0465,0
46.32,10,18.88,0,2,826,0.3227,0
949.89,19,23.0,0,2,42,0.2322,0
76.79,9,7.61,0,2,1238,0.0415,0
12.38,13,4.44,0,7,2531,0.3938,0
27.98,7,10.52,0,0,1247,0.1268,0
31.11,15,30.2,0,1,2140,0.1662,0
137.04,21,18.88,0,4,457,0.3673,0
199.16,9,16.44,0,2,265,0.1717,0
10.84,3,11.85,0,5,2477,0.1404,0
8.38,10,9.99,1,1,2653,0.1057,0
113.96,6,17.65,0,3,90,0.2171,0
6.3,7,59.45,0,5,576,0.2185,0
61.85,10,67.18,0,3,133,0.1477,0
196.55,6,15.99,0,2,2006,0.0369,0
102.69,13,9.94,0,5,2013,0.0073,0
389.97,14,0.17,0,2,2989,0.1601,0
16.25,7,17.61,0,1,1569,0.073,0
22.93,12,10.96,0,3,231,0.2062,0
25.06,5,5.42,0,3,2814,0.343,0
18.54,14,13.38,0,4,769,0.2814,0
44.08,1,9.66,0,3,1405,0.4596,0
94.17,3,15.89,0,2,1594,0.1909,0
51.77,9,21.97,0,4,1178,0.1636,0
160.26,7,5.97,0,4,1611,0.074,0
29.02,4,9.63,0,5,2432,0.0274,0
47.23,7,-999.0,0,3,2900,0.0359,0
111.96,9,22.57,0,2,1841,0.1382,0
113.22,22,81.82,0,2,2358,0.2022,0
29.75,5,6.59,0,5,1459,0.2865,0
30.28,1,14.39,0,5,876,0.278,0
59.67,13,2.15,0,3,1504,0.1646,0
70.79,0,-999.0,0,3,629,0.1127,0
24.56,3,43.49,0,0,1953,0.1547,0
32.3,12,4.8,0,8,2187,0.1585,0
50.07,0,2.13,0,3,308,0.4172,0
44.35,13,81.53,0,3,1312,0.1886,0
19.64,22,10.55,0,3,143,0.3638,0
44.19,4,9.62,0,5,2538,0.0854,0
11.48,16,4.0,0,1,1493,0.1634,0
140.1,23,18.92,0,2,213,0.1885,0
68.29,18,2.44,0,3,1327,0.0936,0
96.2,9,15.95,0,1,2587,0.119,0
190.76,20,12.6,0,4,1016,0.0735,0
86.89,6,49.08,0,6,2637,0.1975,0
42.08,1,11.07,0,7,2605,0.2926,0
125.63,4,7.77,0,3,1947,0.2432,0
135.97,6,15.59,0,1,1542,0.2648,0
23.7,13,8.6,0,0,170,0.5565,0
48.38,16,0.14,0,4,2257,0.1464,0
82.75,16,13.72,0,5,2338,0.5034,0
6.9,22,25.11,0,5,1427,0.1628,0
74.07,11,6.54,0,1,2968,0.1563,0
27.48,7,7.69,0,2,1209,0.3336,0
97.42,21,5.25,0,1,2242,0.0633,0
26.91,14,3.51,0,1,2099,0.1301,0
82.13,21,12.71,0,2,1441,0.1252,0
6.05,10,13.73,1,2,93,0.4058,0
228.82,22,10.82,0,5,1637,0.1423,0
107.59,19,9.38,0,3,1090,0.057,0
44.47,23,4.83,0,2,2961,0.2785,0
54.56,9,40.95,0,4,2638,0.346,0
38.03,19,24.56,0,5,2692,0.0711,0
73.83,7,20.89,0,1,1689,0.1867,0
101.49,10,18.37,0,2,2541,0.2977,0
47.05,1,13.22,0,2,631,0.1076,0
78.65,5,39.25,0,7,2128,0.0495,0
116.68,9,79.55,0,2,2820,0.0755,0
97.2,15,10.52,0,6,2407,0.3509,0
43.38,20,24.64,0,1,645,0.1027,0
62.35,1,5.23,0,3,2615,0.077,0
102.18,17,-999.0,0,7,444,0.3202,0
125.71,6,28.71,0,5,515,0.1263,0
31.62,19,3.81,1,1,1871,0.0976,0
96.03,13,39.3,1,3,1292,0.1409,0
53.28,7,23.7,0,4,2707,0.2367,0
78.23,17,13.9,1,3,477,0.0925,0
62.5,9,3.0,0,2,379,0.1105,0
45.69,17,8.1,0,5,1646,0.1739,0
67.42,6,26.84,0,3,1736,0.1373,0
105.15,18,10.68,0,3,2938,0.0662,0
35.44,7,36.87,1,5,765,0.1403,0
70.37,4,15.81,0,4,2075,0.1168,0
11.9,16,17.91,0,2,1612,0.1677,0
43.62,23,22.62,0,1,747,0.2837,0
19.51,19,10.98,0,2,1400,0.0416,0
19.77,6,30.55,1,4,2371,0.282,0
19.67,11,30.72,0,4,1393,0.0153,0
510.04,0,29.43,0,4,2741,0.2493,0
16.79,4,23.51,0,2,399,0.2843,0
50.66,1,12.49,0,6,2076,0.2377,0
31.93,3,8.88,0,2,2111,0.1245,0
79.82,2,14.91,1,1,2239,0.0568,0
161.84,5,17.43,0,3,614,0.2919,0
29.07,21,2.92,0,3,266,0.2742,0
15.58,5,10.06,0,6,289,0.069,0
66.09,2,7.42,0,2,255,0.2104,0
39.57,12,-999.0,0,1,1185,0.2976,0
11.69,13,26.59,0,2,2095,0.359,0
14.69,13,19.28,0,2,822,0.1802,0
20.82,16,37.67,0,2,1766,0.2092,0
29.0,2,9.96,0,5,1545,0.0205,0
349.86,23,6.76,0,4,460,0.3573,0
55.92,2,15.0,0,3,630,0.138,0
45.94,5,3.69,0,4,333,0.3323,0
43.5,20,36.83,0,2,2217,0.176,0
99.75,7,9.77,0,2,241,0.4538,1
134.09,17,15.06,0,2,2232,0.2525,0
27.23,9,7.71,0,5,2771,0.1314,0
63.28,7,12.14,0,3,1508,0.5043,0
71.99,17,38.71,0,2,964,0.1282,0
66.7,5,17.01,0,2,1673,0.2399,0
11.49,20,3.37,0,1,1525,0.2191,0
55.79,18,22.28,0,4,1203,0.1515,0
78.66,21,44.99,0,3,586,0.2244,0
40.88,7,62.9,0,3,2051,0.2425,0
17.28,18,11.3,0,3,2232,0.0942,0
75.93,1,1.62,0,2,2602,0.1274,0
93.22,1,9.47,1,4,703,0.1811,0
58.65,12,10.71,0,1,2290,0.3759,0
13.15,19,76.07,0,4,2157,0.1712,0
40.58,5,16.13,0,3,1520,0.2017,0
14.57,20,9.15,0,4,2020,0.5331,0
115.39,2,30.89,0,3,387,0.2612,0
33.32,1,23.0,0,2,35,0.2189,0
182.3,3,4.71,0,3,74,0.1781,0
75.06,15,13.74,0,3,1630,0.172,0
70.99,18,14.6,0,3,45,0.2835,0
264.21,11,10.63,0,5,2310,0.0655,0
52.29,9,59.77,0,4,74,0.2806,0
35.14,6,14.0,1,3,608,0.3503,0
121.15,7,68.37,0,7,702,0.0745,0
83.53,18,18.07,0,4,1094,0.091,0
223.19,18,32.78,1,3,786,0.1051,0
37.78,19,35.89,0,4,196,0.0762,0
35.98,4,14.27,1,1,1575,0.1794,0
81.52,20,4.33,1,3,766,0.1754,0
14.68,15,25.09,0,1,1017,0.0382,0
87.9,5,11.52,0,1,1744,0.1165,0
107.74,20,23.9,0,3,1122,0.1314,0
107.48,4,19.52,0,2,1080,0.2092,0
86.9,19,17.3,0,3,2853,0.3551,0
86.34,21,60.38,0,2,624,0.102,0
439.2,14,70.98,0,2,2890,0.2398,0
79.19,8,7.58,0,4,1057,0.3098,0
168.69,5,18.81,0,1,2309,0.0721,0
24.68,18,8.49,0,1,502,0.1729,0
50.89,5,44.76,0,4,952,0.1336,0
26.02,19,15.37,0,2,1640,0.1047,0
44.64,2,12.23,1,2,1877,0.2084,0
37.81,4,0.35,0,3,1023,0.2109,0
26.79,3,2.35,0,2,1150,0.1825,0
74.29,15,7.56,0,4,1639,0.2461,0
83.88,14,13.4,0,4,1412,0.2811,0
45.3,0,-999.0,0,6,1707,0.1576,0
30.12,20,1.65,0,2,2349,0.2699,0
46.4,19,51.42,0,0,1401,0.4764,0
100.44,20,32.0,0,4,44,0.1816,0
76.88,16,20.86,0,3,1297,0.4158,0
41.36,18,55.36,0,3,1003,0.2499,0
38.14,22,15.33,0,3,1062,0.218,0
18.13,6,14.14,0,2,456,0.3493,0
41.2,13,36.14,0,3,2331,0.0307,0
89.69,6,7.89,0,3,2488,0.2359,0
37.11,2,26.8,0,3,1328,0.2516,0
35.51,4,18.16,0,3,1912,0.2139,0
16.49,9,24.51,0,2,1325,0.2172,0
131.62,17,34.84,0,5,2212,0.388,0
21.36,15,40.73,0,4,416,0.1158,0
11.32,21,24.8,0,2,2073,0.1412,0
69.69,15,-999.0,0,2,78,0.2216,0
71.53,0,28.87,0,6,1098,0.3601,0
56.15,15,23.86,0,6,1349,0.0702,0
20.71,10,30.79,0,2,2076,0.1999,0
64.85,19,14.57,0,2,2599,0.0766,0
16.85,15,26.49,1,5,1266,0.1175,0
4.41,1,13.72,0,1,514,0.0927,0
24.16,20,36.14,0,2,60,0.1106,0
266.79,0,5.66,0,0,2070,0.1594,0
153.57,4,-999.0,0,4,295,0.5112,0
38.05,12,38.43,0,1,2115,0.1916,0
25.23,2,35.62,0,4,994,0.0904,0
108.36,2,21.92,0,0,108,0.2375,0
58.76,14,35.43,1,3,2428,0.1281,0
125.09,13,13.57,1,2,2392,0.3294,0
31.01,6,3.99,1,1,2374,0.1745,0
15.87,11,10.6,0,5,124,0.3944,0
54.7,10,22.53,0,4,867,0.2437,0
48.34,13,-999.0,0,2,2171,0.0774,0
17.04,6,3.48,0,6,1057,0.1741,0
300.01,3,5.19,0,4,1260,0.2314,0
177.87,22,2.44,0,2,211,0.0675,0
89.39,21,17.07,0,2,444,0.1311,0
71.46,15,38.7,0,2,2551,0.3164,0
98.17,19,64.7,0,3,355,0.1965,0
148.73,14,49.86,0,5,2456,0.0288,0
48.82,21,4.31,0,1,879,0.1744,0
757.84,17,21.04,0,4,1419,0.051,0
23.0,22,5.02,0,5,151,0.0617,0
259.27,17,50.75,0,4,1718,0.1772,0
20.92,5,7.0,0,3,1610,0.185,0
563.2,9,0.62,0,3,999,0.0345,0
162.55,18,56.71,0,3,784,0.413,0
7.31,16,29.32,1,1,2134,0.1136,0
18.59,0,23.92,0,2,1369,0.1823,0
77.17,21,6.85,0,2,2775,0.1044,0
26.29,2,2.85,0,2,874,0.0206,0
71.48,3,13.27,0,2,313,0.1333,0
77.39,10,54.57,0,4,330,0.2062,0
16.85,20,47.32,0,0,2121,0.166,0
61.65,8,-999.0,0,2,2643,0.0926,0
13.57,0,10.65,0,2,597,0.1899,0
57.58,15,27.79,0,2,774,0.0922,0
204.77,20,3.82,0,0,2839,0.346,0
10.0,10,5.53,0,6,1023,0.333,0
35.24,11,12.56,0,6,1678,0.231,0
69.57,4,43.34,0,1,524,0.3627,0
14.42,4,29.9,0,4,1008,0.1656,0
14.36,4,56.07,0,3,2266,0.0829,0
49.77,2,9.4,0,1,399,0.2266,0
57.12,15,45.7,1,2,72,0.3146,1
6.83,22,7.04,0,6,1051,0.3526,0
86.03,15,34.74,0,1,1792,0.1308,0
26.76,9,15.36,0,5,627,0.122,0
92.07,12,35.16,0,2,2034,0.3871,0
81.5,1,8.02,0,5,2583,0.0572,0
64.1,13,15.68,0,2,1739,0.2558,0
59.2,2,39.03,0,5,446,0.2032,0
101.1,4,1.51,0,3,971,0.0721,0
100.99,9,12.26,0,2,1159,0.1174,0
32.88,21,5.55,0,3,1868,0.1229,0
62.09,6,7.91,0,6,2547,0.4198,0
23.0,1,-999.0,0,4,2749,0.1342,0
163.56,9,58.49,0,1,83,0.1488,0
30.04,19,14.88,0,2,2930,0.2842,0
157.37,11,10.39,0,3,2626,0.2096,0
